title,link,year,publication_type,publication_date,doi,abstract,authors,patent,created_at,updated_at,trackid
Simultaneous Switching Noise Simulation in VDD-Terminated DDR5,https://www.researchgate.net/publication/361402917_Simultaneous_Switching_Noise_Simulation_in_VDD-Terminated_DDR5,2022,Conference Paper,2022-05-01 00:00:00,,,"Shinyoung Park, Vinod Arjun Huddar",,2025-01-20 00:49:06.159248,2025-01-20 00:49:06.159248,2f424434d68511ef984c0c9a3cb15cde
Design and Analysis of Power Integrity of DDR5 Dual In-Line Memory Modules,https://www.researchgate.net/publication/366612599_Design_and_Analysis_of_Power_Integrity_of_DDR5_Dual_In-Line_Memory_Modules,2022,Conference Paper,2022-12-01 00:00:00,,,"Shinyoung Park, Vinod Arjun Huddar",,2025-01-20 00:49:06.182647,2025-01-20 00:49:06.182647,2f424434d68511ef984c0c9a3cb15cde
A Systematic Study of DDR4 DRAM Faults in the Field,https://www.researchgate.net/publication/369034103_A_Systematic_Study_of_DDR4_DRAM_Faults_in_the_Field,2023,Conference Paper,2023-02-01 00:00:00,,"This paper presents a study of DDR4 DRAM faults in a large fleet of commodity servers, covering several billion memory device-hours of data. The goal of this study is to understand faults in DDR4 DRAM devices to measure the efficacy of existing hardware resilience techniques and aid in designing more resilient systems for future large-scale systems. The study has several key findings about the fault characteristics of DDR4 DRAMs and adds several novel insights about system reliability to the existing literature. Specifically, the data show sixteen unique fault modes in the DDR4 DRAM under study, including several that have not been previously reported. Over 45% of the faults that occurred affected multiple DRAM bits. The time-to-failure characteristics of faults internal to the DRAM die differ from those external to the DRAM die. We also examine faults from multiple DRAM vendors, finding that fault rates vary by more than 1.34x among vendors. Finally, we use the data to compare chipkill ECC and an ECC that covers a DDR5 <bounded fault.= Given the fault rates in this data, a bounded fault ECC increases the rate of faults that cause uncorrectable errors by up to 5.71 FIT per DRAM device compared to chipkill ECC.","Majed Valad Beigi, Yi Cao, Sudhanva Gurumurthi, Charles Recchia",,2025-01-20 00:49:06.211478,2025-01-20 00:49:06.211478,2f424434d68511ef984c0c9a3cb15cde
Architecting DDR5 DRAM caches for non-volatile memory systems,https://www.researchgate.net/publication/362901025_Architecting_DDR5_DRAM_caches_for_non-volatile_memory_systems,2022,Conference Paper,2022-07-01 00:00:00,,,"Xin Xin, Wanyi Zhu, Li Zhao",,2025-01-20 00:49:06.234616,2025-01-20 00:49:06.234616,2f424434d68511ef984c0c9a3cb15cde
"Ramulator 2.0: A Modern, Modular, and Extensible DRAM Simulator",https://www.researchgate.net/publication/375731195_Ramulator_20_A_Modern_Modular_and_Extensible_DRAM_Simulator,2023,Article,2023-01-01 00:00:00,DOI:10.1109/LCA.2023.3333759,"We present Ramulator 2.0, a highly modular and extensible DRAM simulator that enables rapid and agile implementation and evaluation of design changes in the memory controller and DRAM to meet the increasing research effort in improving the performance, security, and reliability of memory systems. Ramulator 2.0 abstracts and models key components in a DRAM-based memory system and their interactions into shared interfaces and independent implementations. Doing so enables easy modification and extension of the modeled functions of the memory controller and DRAM in Ramulator 2.0. The DRAM specification syntax of Ramulator 2.0 is concise and human-readable, facilitating easy modifications and extensions. Ramulator 2.0 implements a library of reusable templated lambda functions to model the functionalities of DRAM commands to simplify the implementation of new DRAM standards, including DDR5, LPDDR5, HBM3, and GDDR6. We showcase Ramulator 2.0's modularity and extensibility by implementing and evaluating a wide variety of RowHammer mitigation techniques that require different memory controller design changes. These techniques are added modularly as separate implementations without changing any code in the baseline memory controller implementation. Ramulator 2.0 is rigorously validated and maintains a fast simulation speed compared to existing cycle-accurate DRAM simulators. Ramulator 2.0 is open-sourced under the permissive MIT license at 
https://github.com/CMU-SAFARI/ramulator2</uri","Haocong Luo, Yahya Can Tu˘grul, F. Nisa Bostancı, Ataberk Olgun",,2025-01-20 00:49:06.256807,2025-01-20 00:49:06.256807,2f424434d68511ef984c0c9a3cb15cde
ASC: Adaptive Scale Feature Map Compression for Deep Neural Network,https://www.researchgate.net/publication/376505033_ASC_Adaptive_Scale_Feature_Map_Compression_for_Deep_Neural_Network,2023,Article,2023-01-01 00:00:00,DOI:10.1109/TCSI.2023.3337283,"Deep-learning accelerators are increasingly in demand; however, their performance is constrained by the size of the feature map, leading to high bandwidth requirements and large buffer sizes. We propose an adaptive scale feature map compression technique leveraging the unique properties of the feature map. This technique adopts independent channel indexing given the weak channel correlation and utilizes a cubical-like block shape to benefit from strong local correlations. The method further optimizes compression using a switchable endpoint mode and adaptive scale interpolation to handle unimodal data distributions, both with and without outliers. This results in 4×\timesand up to 7.69×\timescompression rates for 16-bit data in constant and variable bitrates, respectively. Our hardware design minimizes area cost by adjusting interpolation scales, which facilitates hardware sharing among interpolation points. Additionally, we introduce a threshold concept for straightforward interpolation, preventing the need for intricate hardware. The TSMC 28nm implementation showcases an equivalent gate count of 6135 for the 8-bit version. Furthermore, the hardware architecture scales effectively, with only a sublinear increase in area cost. Achieving a 32×\timesthroughput increase meets the theoretical bandwidth of DDR5-6400 at just 7.65×\timesthe hardware cost.","Yuan Yao, Tian-Sheuan Chang",,2025-01-20 00:49:06.280904,2025-01-20 00:49:06.280904,2f424434d68511ef984c0c9a3cb15cde
Using Neural Networks for Far End Crosstalk Compensation in High-Speed MIMO Channels,https://www.researchgate.net/publication/375842744_Using_Neural_Networks_for_Far_End_Crosstalk_Compensation_in_High-Speed_MIMO_Channels,2023,Article,2023-01-01 00:00:00,DOI:10.1109/TSIPI.2023.3335330,"Compared to differential signaling, single ended signaling is significantly more susceptible to far end crosstalk; however, single ended communication is still the preferred data transfer method to use in high density applications such as in double data rate (DDR) systems. It has been shown that for loosely coupled single ended transmission lines, far end crosstalk on a victim line is proportional to a scaled negative derivative of the far end signal on the aggressor line; thus, a variety of crosstalk derivative cancelation techniques have been developed. However, when channels are tightly coupled, the derivative cancelation method fails, thus preventing its use at higher data rates. In this paper, we examine the derivative based crosstalk cancellation technique, then provide reasons as to why it fails at higher data rates and develop a rule establishing when it can be used. We also propose the use of a time delay neural network crosstalk canceler (NNXC) to cancel far end crosstalk. The proposed crosstalk canceller can operate at significantly higher data rates than cancelers using the derivative-based method. The NNXC can also be used in systems with multiple tightly spaced channels, which is not possible using the derivative method. Furthermore, when a clock signal is available, such as in DDR systems, it can be used as part of the network's training sequence – significantly improving the performance of the NNXC in reducing far end crosstalk. Several simulations are shown depicting the superior performance of NNXC canceller, including in a realistic DDR5 channel with tightly coupled lines.","Joshua A. Rosenau, A. Morales, Sedig S. Agili, Truong X. Tran",,2025-01-20 00:49:06.304171,2025-01-20 00:49:06.304171,2f424434d68511ef984c0c9a3cb15cde
Industry's First 7.2 Gbps 512GB DDR5 Module,https://www.researchgate.net/publication/363235656_Industry%27s_First_72_Gbps_512GB_DDR5_Module,2021,Conference Paper,2021-08-01 00:00:00,,,"Sung Joo Park, Jonghoon J. Kim, Kun Joo, Young-Ho Lee",,2025-01-20 00:49:06.326697,2025-01-20 00:49:06.326697,2f424434d68511ef984c0c9a3cb15cde
Quantified tabbed lines and ground void impact on real DDR5 eye margin,https://www.researchgate.net/publication/366128123_Quantified_tabbed_lines_and_ground_void_impact_on_real_DDR5_eye_margin,2022,Conference Paper,2022-10-01 00:00:00,,,"Dirack Lai, Marc Chin, Zoe Liu, Rani Chen",,2025-01-20 00:49:06.348137,2025-01-20 00:49:06.348137,2f424434d68511ef984c0c9a3cb15cde
Architecting Optically-Controlled Phase Change Memory,https://www.researchgate.net/publication/364942574_Architecting_Optically-Controlled_Phase_Change_Memory,2022,Article,2022-10-01 00:00:00,DOI:10.1145/3533252,"Phase Change Memory (PCM) is an attractive candidate for main memory as it offers non-volatility and zero leakage power, while providing higher cell densities, longer data retention time, and higher capacity scaling compared to DRAM. In PCM, data is stored in the crystalline or amorphous state of the phase change material. The typical electrically-controlled PCM (EPCM), however, suffers from longer write latency and higher write energy compared to DRAM and limited multi-level cell (MLC) capacities. These challenges limit the performance of data-intensive applications running on computing systems with EPCMs.
Recently, researchers demonstrated optically-controlled PCM (OPCM) cells, with support for 5 bits / cell in contrast to 2 bits / cell in EPCM. These OPCM cells can be accessed directly with optical signals that are multiplexed in high-bandwidth-density silicon-photonic links. The higher MLC capacity in OPCM and the direct cell access using optical signals enable an increased read/write throughput and lower energy per access than EPCM. However, due to the direct cell access using optical signals, OPCM systems cannot be designed using conventional memory architecture. We need a complete redesign of the memory architecture that is tailored to the properties of OPCM technology.
This paper presents the design of a unified network and main memory system called COSMOS that combines OPCM and silicon-photonic links to achieve high memory throughput. COSMOS is composed of a hierarchical multi-banked OPCM array with novel read and write access protocols. COSMOS uses an Electrical-Optical-Electrical (E-O-E) control unit to map standard DRAM read/write commands (sent in electrical domain) from the memory controller on to optical signals that access the OPCM cells. Our evaluation of a 2.5D-integrated system containing a processor and COSMOS demonstrates 2.14 × average speedup across graph and HPC workloads compared to an EPCM system. COSMOS consumes 3.8 × lower read energy-per-bit and 5.97 × lower write energy-per-bit compared to EPCM. COSMOS is the first non-volatile memory that provides comparable performance and energy consumption as DDR5 in addition to increased bit density, higher area efficiency and improved scalability.","Aditya Narayan, Yvain Thonnart, Pascal Vivet, Kaan Coşkun",,2025-01-20 00:49:06.372892,2025-01-20 00:49:06.372892,2f424434d68511ef984c0c9a3cb15cde
Advanced Measurement and Simulation Approach for DDR5 On-chip SI/PI with the Probing Package,https://www.researchgate.net/publication/365661874_Advanced_Measurement_and_Simulation_Approach_for_DDR5_On-chip_SIPI_with_the_Probing_Package,2022,Conference Paper,2022-10-01 00:00:00,,,"WonSuk Choi, SangKeun Kwak, Jaeseok Park, Jiyoung Do",,2025-01-20 00:49:06.397275,2025-01-20 00:49:06.397275,2f424434d68511ef984c0c9a3cb15cde
A Framework for Formal Verification of DRAM Controllers,https://www.researchgate.net/publication/363920691_A_Framework_for_Formal_Verification_of_DRAM_Controllers,2022,Preprint,2022-09-01 00:00:00,,"The large number of recent JEDEC DRAM standard releases and their increasing feature set makes it difficult for designers to rapidly upgrade the memory controller IPs to each new standard. Especially the hardware verification is challenging due to the higher protocol complexity of standards like DDR5, LPDDR5 or HBM3 in comparison with their predecessors. With traditional simulation-based verification it is laborious to guarantee the coverage of all possible states, especially for control flow rich memory controllers. This has a direct impact on the time-to-market. A promising alternative is formal verification because it allows to ensure protocol compliance based on mathematical proofs. However, with regard to memory controllers no fully-automated verification process has been presented in the state-of-the-art yet, which means there is still a potential risk of human error. In this paper we present a framework that automatically generates SystemVerilog Assertions for a DRAM protocol. In addition, we show how the framework can be used efficiently for different tasks of memory controller development.","Lukas Steiner, Chirag Sudarshan, Matthias Jung, Dominik Stoffel",,2025-01-20 00:49:06.424073,2025-01-20 00:49:06.424073,2f424434d68511ef984c0c9a3cb15cde
Development and Product Reliability Characterization of Advanced High Speed 14nm DDR5 DRAM with On-die ECC,https://www.researchgate.net/publication/370796383_Development_and_Product_Reliability_Characterization_of_Advanced_High_Speed_14nm_DDR5_DRAM_with_On-die_ECC,2023,Conference Paper,2023-03-01 00:00:00,,,"S. Lee, N-H Lee, KW. Lee, JH. Kim",,2025-01-20 00:49:06.444477,2025-01-20 00:49:06.444477,2f424434d68511ef984c0c9a3cb15cde
A 5GHz All-Digital PLL with shunt regulating Ring DCO in BOST for DDR5 ATE,https://www.researchgate.net/publication/368342804_A_5GHz_All-Digital_PLL_with_shunt_regulating_Ring_DCO_in_BOST_for_DDR5_ATE,2022,Conference Paper,2022-10-01 00:00:00,,,"Kyungmin Baek, Kim Kahyun, Deog-Kyoon Jeong",,2025-01-20 00:49:06.466545,2025-01-20 00:49:06.466545,2f424434d68511ef984c0c9a3cb15cde
A low power consumption and higher performance DDR5 receiver based on a direct feedback DFE and dedicated reference voltage for 1 st TAP DFE,https://www.researchgate.net/publication/377672854_A_low_power_consumption_and_higher_performance_DDR5_receiver_based_on_a_direct_feedback_DFE_and_dedicated_reference_voltage_for_1_st_TAP_DFE,2023,Conference Paper,2023-10-01 00:00:00,,,"Elaine Tang, Brian Lee, Chris Eom, Jake Jung",,2025-01-20 00:49:06.487289,2025-01-20 00:49:06.487289,2f424434d68511ef984c0c9a3cb15cde
Complementary Technique of Flight Time Compensation for 6.4 Gbps DDR5 Transmission Link on Dense PCB,https://www.researchgate.net/publication/367059802_Complementary_Technique_of_Flight_Time_Compensation_for_64_Gbps_DDR5_Transmission_Link_on_Dense_PCB,2022,Conference Paper,2022-10-01 00:00:00,,,Chang Fei Yee,,2025-01-20 00:49:06.507384,2025-01-20 00:49:06.507384,2f424434d68511ef984c0c9a3cb15cde
DRAMSys4.0: An Open-Source Simulation Framework for In-depth DRAM Analyses,https://www.researchgate.net/publication/359198542_DRAMSys40_An_Open-Source_Simulation_Framework_for_In-depth_DRAM_Analyses,2022,Article,2022-04-01 00:00:00,DOI:10.1007/s10766-022-00727-4,"The simulation of Dynamic Random Access Memories (DRAMs) on system level requires highly accurate models due to their complex timing and power behavior. However, conventional cycle-accurate DRAM subsystem models often become a bottleneck for the overall simulation speed. A promising alternative are simulators based on Transaction Level Modeling, which can be fast and accurate at the same time. In this paper we present DRAMSys4.0, which is, to the best of our knowledge, the fastest and most extensive open-source cycle-accurate DRAM simulation framework. DRAMSys4.0 includes a novel software architecture that enables a fast adaption to different hardware controller implementations and new JEDEC standards. In addition, it already supports the latest standards DDR5 and LPDDR5. We explain how to apply optimization techniques for an increased simulation speed while maintaining full temporal accuracy. Furthermore, we demonstrate the simulator’s accuracy and analysis tools with two application examples. Finally, we provide a detailed investigation and comparison of the most prominent cycle-accurate open-source DRAM simulators with regard to their supported features, analysis capabilities and simulation speed.","Lukas Steiner, Matthias Jung, Felipe S. Prado, Kirill Bykov",,2025-01-20 00:49:06.531288,2025-01-20 00:49:06.531288,2f424434d68511ef984c0c9a3cb15cde
Giga-sample Data Acquisition Method for High-speed DDR5 SDRAM,https://www.researchgate.net/publication/356552557_Giga-sample_Data_Acquisition_Method_for_High-speed_DDR5_SDRAM,2021,Conference Paper,2021-10-01 00:00:00,,,"Seunggyu Lee, Jongho Yoon, Jakang Lee, Seokhyeong Kang",,2025-01-20 00:49:06.554314,2025-01-20 00:49:06.554314,2f424434d68511ef984c0c9a3cb15cde
Massive parallelization of a 3D finite difference electromagnetic forward solution using domain decomposition methods on multiple CUDA enabled GPUs,https://www.researchgate.net/publication/253609318_Massive_parallelization_of_a_3D_finite_difference_electromagnetic_forward_solution_using_domain_decomposition_methods_on_multiple_CUDA_enabled_GPUs,2010,Article,2010-12-01 00:00:00,,"3D forward solvers lie at the core of inverse formulations used to image the variation of electrical conductivity within the Earth's interior. This property is associated with variations in temperature, composition, phase, presence of volatiles, and in specific settings, the presence of groundwater, geothermal resources, oil/gas or minerals. The high cost of 3D solutions has been a stumbling block to wider adoption of 3D methods. Parallel algorithms for modeling frequency domain 3D EM problems have not achieved wide scale adoption, with emphasis on fairly coarse grained parallelism using MPI and similar approaches. The communications bandwidth as well as the latency required to send and receive network communication packets is a limiting factor in implementing fine grained parallel strategies, inhibiting wide adoption of these algorithms. Leading Graphics Processor Unit (GPU) companies now produce GPUs with hundreds of GPU processor cores per die. The footprint, in silicon, of the GPU's restricted instruction set is much smaller than the general purpose instruction set required of a CPU. Consequently, the density of processor cores on a GPU can be much greater than on a CPU. GPUs also have local memory, registers and high speed communication with host CPUs, usually through PCIe type interconnects. The extremely low cost and high computational power of GPUs provides the EM geophysics community with an opportunity to achieve fine grained (i.e. massive) parallelization of codes on low cost hardware. The current generation of GPUs (e.g. NVidia Fermi) provides 3 billion transistors per chip die, with nearly 500 processor cores and up to 6 GB of fast (DDR5) GPU memory. This latest generation of GPU supports fast hardware double precision (64 bit) floating point operations of the type required for frequency domain EM forward solutions. Each Fermi GPU board can sustain nearly 1 TFLOP in double precision, and multiple boards can be installed in the host computer system. We describe our ongoing efforts to achieve massive parallelization on a novel hybrid GPU testbed machine currently configured with 12 Intel Westmere Xeon CPU cores (or 24 parallel computational threads) with 96 GB DDR3 system memory, 4 GPU subsystems which in aggregate contain 960 NVidia Tesla GPU cores with 16 GB dedicated DDR3 GPU memory, and a second interleved bank of 4 GPU subsystems containing in aggregate 1792 NVidia Fermi GPU cores with 12 GB dedicated DDR5 GPU memory. We are applying domain decomposition methods to a modified version of Weiss' (2001) 3D frequency domain full physics EM finite difference code, an open source GPL licensed f90 code available for download from www.OpenEM.org. This will be the core of a new hybrid 3D inversion that parallelizes frequencies across CPUs and individual forward solutions across GPUs. We describe progress made in modifying the code to use direct solvers in GPU cores dedicated to each small subdomain, iteratively improving the solution by matching adjacent subdomain boundary solutions, rather than iterative Krylov space sparse solvers as currently applied to the whole domain.",A. Schultz,,2025-01-20 00:49:06.576504,2025-01-20 00:49:06.576504,2f424434d68511ef984c0c9a3cb15cde
An Automated Design Methodology for Ring Voltage-Controlled Oscillators in Nanometer CMOS Technologies,https://www.researchgate.net/publication/366664330_An_Automated_Design_Methodology_for_Ring_Voltage-Controlled_Oscillators_in_Nanometer_CMOS_Technologies,2022,Article,2022-01-01 00:00:00,DOI:10.1109/ACCESS.2022.3232960,"This paper presents a design automation methodology for ring voltage-controlled oscillators (RVCOs) with their realistic and physical characteristics captured. With multiple sets of input constraints such as target frequency, phase noise, and control voltage range, the proposed algorithm automatically finds the design candidates that satisfy the target constraints, by running iterative post-layout simulations with auto-generated layouts and testbenches. The number of post-layout simulations is significantly reduced by the backtracking algorithm that observes the simulation results and determines the search direction. The proposed algorithm is applied to generate RVCOs in 40-nm planar and 7-nm FinFET technologies for DDR5 applications, and it turns out the proposed methodology produces sets of design parameters that meet the target specification in multiple technologies.","Dongjun Lee, Gijin Park, Jaeduk Han, Min-Seong Choo",,2025-01-20 00:49:06.610598,2025-01-20 00:49:06.610598,2f424434d68511ef984c0c9a3cb15cde
28.7 A 1.1V 6.4Gb/s/pin 24-Gb DDR5 SDRAM with a Highly-Accurate Duty Corrector and NBTI-Tolerant DLL,https://www.researchgate.net/publication/369496368_287_A_11V_64Gbspin_24-Gb_DDR5_SDRAM_with_a_Highly-Accurate_Duty_Corrector_and_NBTI-Tolerant_DLL,2023,Conference Paper,2023-02-01 00:00:00,,,"Daehyun Kwon, Heon Su Jeong, Jaemin Choi, Wijong Kim",,2025-01-20 00:49:06.633180,2025-01-20 00:49:06.633180,2f424434d68511ef984c0c9a3cb15cde
OBET: On-the-Fly Byte-Level Error Tracking for Correcting and Detecting Faults in Unreliable DRAM Systems,https://www.researchgate.net/publication/356955059_OBET_On-the-Fly_Byte-Level_Error_Tracking_for_Correcting_and_Detecting_Faults_in_Unreliable_DRAM_Systems,2021,Article,2021-12-01 00:00:00,DOI:10.3390/s21248271,"With technology scaling, maintaining the reliability of dynamic random-access memory (DRAM) has become more challenging. Therefore, on-die error correction codes have been introduced to accommodate reliability issues in DDR5. However, the current solution still suffers from high overhead when a large DRAM capacity is used to deliver high performance. We present a DRAM chip architecture that can track faults at byte-level DRAM cell errors to address this problem. DRAM faults are classified as temporary or permanent in our proposed architecture, with no additional pins and with minor DRAM chip modifications. Hence, we achieve reliability comparable to that of other state-of-the-art solutions while incurring negligible performance and energy overhead. Furthermore, the faulty locations are efficiently exposed to the operating system (OS). Thus, we can significantly reduce the required scrubbing cycle by scrubbing only faulty DRAM pages while reducing the system failure probability up to 5000∼7000 times relative to conventional operation.","Duy-Thanh Nguyen, Nhut-Minh Ho, Weng-Fai Wong, Ik Joon Chang",,2025-01-20 00:49:06.653476,2025-01-20 00:49:06.653476,2f424434d68511ef984c0c9a3cb15cde
A Study of Coverlay Coated Microstrip Lines for Crosstalk Reduction in DDR5,https://www.researchgate.net/publication/344817360_A_Study_of_Coverlay_Coated_Microstrip_Lines_for_Crosstalk_Reduction_in_DDR5,2020,Conference Paper,2020-07-01 00:00:00,,,"Qiang-Ming Cai, Yuyu Zhu, Runren Zhang, Yinglei Ren",,2025-01-20 00:49:06.678055,2025-01-20 00:49:06.678055,2f424434d68511ef984c0c9a3cb15cde
Mithril: Cooperative Row Hammer Protection on Commodity DRAM Leveraging Managed Refresh,https://www.researchgate.net/publication/353941915_Mithril_Cooperative_Row_Hammer_Protection_on_Commodity_DRAM_Leveraging_Managed_Refresh,2021,Preprint,2021-08-01 00:00:00,,"Since its public introduction in the mid-2010s, the Row Hammer (RH) phenomenon has drawn significant attention from the research community due to its security implications. Although many RH-protection schemes have been proposed by processor vendors, DRAM manufacturers, and academia, they still have shortcomings. Solutions implemented in the memory controller (MC) pay an increasingly higher cost due to their conservative design for the worst case in terms of the number of DRAM banks and RH threshold to support. Meanwhile, the DRAM-side implementation has a limited time margin for RH protection measures or requires extensive modifications to the standard DRAM interface. Recently, a new command for RH protection has been introduced in the DDR5/LPDDR5 standards, called refresh management (RFM). RFM enables the separation of the tasks for RH protection to both MC and DRAM. It does so by having the former generate an RFM command at a specific activation frequency, and the latter take proper RH protection measures within a given time window. Although promising, no existing study presents and analyzes RFM-based solutions for RH protection. In this paper, we propose Mithril, the first RFM interface-compatible, DRAM-MC cooperative RH protection scheme providing deterministic protection guarantees. Mithril has minimal energy overheads for common use cases without adversarial memory access patterns. We also introduce Mithril+, an extension to provide minimal performance overheads at the expense of a tiny modification to the MC while utilizing an existing DRAM command.","Michael Jaemin Kim, Jaehyun Park, Yeonhong Park, Wanju Doh",,2025-01-20 00:49:06.699815,2025-01-20 00:49:06.699815,2f424434d68511ef984c0c9a3cb15cde
Enabling High-Speed DDR5 Memory Technology in a Low-Cost 4-Layer Motherboard Stackup,https://www.researchgate.net/publication/368796674_Enabling_High-Speed_DDR5_Memory_Technology_in_a_Low-Cost_4-Layer_Motherboard_Stackup,2022,Conference Paper,2022-08-01 00:00:00,,,"Alvaro Camacho Mora, Fernando Rodriguez, Ranjul Balakrishnan",,2025-01-20 00:49:06.722734,2025-01-20 00:49:06.722734,2f424434d68511ef984c0c9a3cb15cde
Effectiveness of Equalization and Performance Potential in DDR5 Channels with RDIMM(s),https://www.researchgate.net/publication/335429626_Effectiveness_of_Equalization_and_Performance_Potential_in_DDR5_Channels_with_RDIMMs,2019,Conference Paper,2019-05-01 00:00:00,,,"Nanju Na, Hing To",,2025-01-20 00:49:06.748960,2025-01-20 00:49:06.748960,2f424434d68511ef984c0c9a3cb15cde
Building and Using Numerical and Analytical Models in PCB Interconnect Optimization,https://www.researchgate.net/publication/353210756_Building_and_Using_Numerical_and_Analytical_Models_in_PCB_Interconnect_Optimization,2021,Presentation,2021-08-01 00:00:00,,"PCB optimization focuses on designing boards to meet specific performance metrics while satisfying specific design constraints. In particular, interconnect design requires satisfying multiple design objectives and constraints that may be in conflict, and engineers need tools and methods to help them balance design these objectives while staying within their design constraints. For ultra-high-speed boards, designers need to optimize transmission line designs within the relevant signal bandwidth, which can extend to hundreds of GHz. Newer signaling specifications and standards (e.g., USB4, DDR5, and IEEE 802.3 standards) require this type of optimization. In this presentation, the use of model extraction, design exploration, and fusion of analytical/numerical models will be presented with the goal of developing models for broadband design optimization. For PCB transmission lines, a model that accounts for copper roughness and dispersion with numerical or analytical impedance models will be presented. These concepts fit within recent research on novel CAD and field solver methodologies to address high speed/high frequency interconnect design challenges.",Zachariah Peterson,,2025-01-20 00:49:06.771498,2025-01-20 00:49:06.771498,2f424434d68511ef984c0c9a3cb15cde
MUSE: Multi-Use Error Correcting Codes,https://www.researchgate.net/publication/353354552_MUSE_Multi-Use_Error_Correcting_Codes,2021,Preprint,2021-07-01 00:00:00,,"In this work we present a new set of error correcting codes -- Multi-Use Error Correcting Codes (MUSE ECC) -- that have the ability to match reliability guarantees of all commodity, conventional state-of-the-art ECC with fewer bits of storage. MUSE ECC derives its power by building on arithmetic coding methods (first used in an experimental system in 1960s). We show that our MUSE construction can be used as a ""drop in"" replacement within error correction frameworks used widely today. Further, we show how MUSE is a promising fit for emerging technologies such as a DDR5 memories. Concretely, all instantiations of MUSE we show in this paper offer 100% Single Error Correction, and multi-bit error detection between 70% and 95% while using fewer check bits. MUSE ECC corrects failure of a single chip on a DIMM with check bit space savings of 12.5% compared to conventional techniques. The performance overheads, if any, are negligible. Our results open the possibility of reusing ECC storage for things beyond reliability without compromising reliability, thus solving a 40-year-old puzzle.","Evgeny Manzhosov, Adam Hastings, Meghna Pancholi, Ryan Piersma",,2025-01-20 00:49:06.794169,2025-01-20 00:49:06.794169,2f424434d68511ef984c0c9a3cb15cde
Deterministic Policy Gradient-based Reinforcement Learning for DDR5 Memory Signaling Architecture Optimization considering Signal Integrity,https://www.researchgate.net/publication/365662869_Deterministic_Policy_Gradient-based_Reinforcement_Learning_for_DDR5_Memory_Signaling_Architecture_Optimization_considering_Signal_Integrity,2022,Conference Paper,2022-10-01 00:00:00,,,"Daehwan Lho, Hyunwook Park, Keunwoo Kim, Seongguk Kim",,2025-01-20 00:49:06.818764,2025-01-20 00:49:06.818764,2f424434d68511ef984c0c9a3cb15cde
A Novel Differential Signal Routing Method for High-Speed and Large-Capacity DDR5 Dual-In-Line Memory Module,https://www.researchgate.net/publication/365665169_A_Novel_Differential_Signal_Routing_Method_for_High-Speed_and_Large-Capacity_DDR5_Dual-In-Line_Memory_Module,2022,Conference Paper,2022-10-01 00:00:00,,,"Yun-Ho Lee, Dongyeop Kim, SangKeun Kwak, Jeonghun Baek",,2025-01-20 00:49:06.841176,2025-01-20 00:49:06.841176,2f424434d68511ef984c0c9a3cb15cde
Optimizing DDR5 address signal integrity using stochastic learning algorithms,https://www.researchgate.net/publication/347152562_Optimizing_DDR5_address_signal_integrity_using_stochastic_learning_algorithms,2020,Conference Paper,2020-05-01 00:00:00,,,"Nitin Bhagwath, Daniel DeAraujo, Jayaprakash Balachandran, BaekKyu Choi",,2025-01-20 00:49:06.868087,2025-01-20 00:49:06.868087,2f424434d68511ef984c0c9a3cb15cde
FEXT Reduction Using Mushroom Structures Thickened Soldermask for DDR5 PCBs,https://www.researchgate.net/publication/346851553_FEXT_Reduction_Using_Mushroom_Structures_Thickened_Soldermask_for_DDR5_PCBs,2020,Conference Paper,2020-08-01 00:00:00,,,"Xiao-Bo Yu, Qiang-Ming Cai, Liang Zhang, Chao Zhang",,2025-01-20 00:49:06.891462,2025-01-20 00:49:06.891462,2f424434d68511ef984c0c9a3cb15cde
Improving Memory Reliability by Bounding DRAM Faults: DDR5 improved reliability features,https://www.researchgate.net/publication/350281721_Improving_Memory_Reliability_by_Bounding_DRAM_Faults_DDR5_improved_reliability_features,2020,Conference Paper,2020-09-01 00:00:00,,,"Kjersten Criss, Kuljit Bains, Rajat Agarwal, Tanj Bennett",,2025-01-20 00:49:06.908409,2025-01-20 00:49:06.908409,2f424434d68511ef984c0c9a3cb15cde
Using Square Cross Structure for Far-End Crosstalk Reduction on Microstrip Signal Lines in DDR5,https://www.researchgate.net/publication/358517192_Using_Square_Cross_Structure_for_Far-End_Crosstalk_Reduction_on_Microstrip_Signal_Lines_in_DDR5,2021,Conference Paper,2021-12-01 00:00:00,,,"Qiang-Ming Cai, Xiao-Bo Yu, Liang Zhang, Chao Zhang",,2025-01-20 00:49:06.930152,2025-01-20 00:49:06.930152,2f424434d68511ef984c0c9a3cb15cde
Far-End Crosstalk Mitigation for Transmission Lines in DDR5 Using Glass-Weave Coating Structure,https://www.researchgate.net/publication/358520824_Far-End_Crosstalk_Mitigation_for_Transmission_Lines_in_DDR5_Using_Glass-Weave_Coating_Structure,2021,Conference Paper,2021-12-01 00:00:00,,,"Xiao-Bo Yu, Qiang-Ming Cai, Liang Zhang, Chao Zhang",,2025-01-20 00:49:06.952956,2025-01-20 00:49:06.952956,2f424434d68511ef984c0c9a3cb15cde
